place,netTime,clockTime,yob,ageClass,acPlace,sex,nationality,name
17805,14865,14957,1962,45,2750,M,DEU,35634dea76902cd81ac70bf31cefcfeacb735e75
17806,14865,14868,1954,50,1566,M,DEU,3858bee959535f62de9424e8c00240d659710741
17807,14866,14974,1962,45,2751,M,DEU,5873d213f47dbeb4c3d90e86267d57683a150879
17808,14866,15129,1965,40,3666,M,DEU,bd8dbbec93134dd4843f08f891293ba3723bd5f1
17809,14866,15256,1968,35,397,W,GBR,96b0b22a0000ce9c6c4a3d3c4ad8183f809df518
17810,14866,15107,1964,40,3667,M,DNK,3f07604152372548488e3d0b8fb6a5a4d3f746e2
17811,14867,15001,1969,35,2986,M,NLD,43c8599582665f5f2a56a92c7289078e140669fd
17812,14867,15252,1953,50,1567,M,DEU,d075881eb6f63f62d71f75dc5d6452a39273ecba
17812,14867,15072,1972,35,2987,M,DEU,c73ec1f4604296142f9028729b3341963e4c4c28
17812,14867,14893,1963,40,3668,M,DEU,ac31d6721da3f8c94e1cca56d96d8b30fdb0f830
17815,14867,15064,1973,30,1986,M,DEU,5b7f3dc1c83b844dc9791410af62fbd096b66a35
17816,14868,15055,1962,45,2752,M,DEU,dfb44380fbc0074ef3b3b5e8bafb2f8269c9ff23
17816,14868,14931,1972,35,2988,M,DEU,5f6f50ff4202f8efe57b2289ec0ddf9698067af4
17818,14868,15003,1976,30,1987,M,DEU,d41c78ffc17f8b52dac220b9c9d51e198a5ac8f1
17819,14868,14870,1967,40,3669,M,DEU,97bb3839d42ef3489ab752b398d376cc8215263c
17820,14868,14874,1971,35,2989,M,FRA,83c8557705814efea6cb2a6afbbdcc8ec599b655
17821,14868,15081,1964,40,3670,M,DEU,6f3f85626c3c54c535f8357e9225f08c5a6cad6a
17822,14868,15334,1970,35,2990,M,DEU,18f0d76b22a82f7338e6b2649ebdb2a8a6f372f5
17823,14869,14906,1965,40,3671,M,DEU,257d5654534f07d1c057ed3f0072908d68cf7565
17824,14869,14877,1974,30,317,W,DEU,53b713b245d51061ac0425242188d59a59db589e
17825,14869,15029,1959,45,340,W,DEU,bb90578a03a36ed2bb469571c1745c2c1000b95a
17826,14870,14996,1952,55,709,M,DEU,1e020321a74c9604fb46ff7ff607c888196fafa3
17827,14870,14877,1971,35,2991,M,DEU,bdee7c14c38b633e62db2cf88c07fef959e7d482
17828,14870,14939,1979,20,309,W,DEU,5d6af9d48b5cf3665ca9c0d08a2aea162c682674
17829,14871,14905,1949,55,710,M,DEU,09e62cf7f0eea2a513d4d2224efeeffccbc1c961
17830,14871,15063,1970,35,2992,M,DEU,0d1f271e7cdc4a6b49dd62abb9e1b9d412f91044
17830,14871,14930,1978,20,1656,M,DNK,71a469d6f28808b241b083085818d605401da982
17832,14871,14984,1965,40,3672,M,AUT,4ec2456d7177dbbb674076efa2f43627de66a7f8
17832,14871,14968,1960,45,2753,M,ESP,fb971b76345e9b855149ec68ccf0c114f021ad8c
17834,14872,15031,1959,45,2754,M,FRA,a70a7c3d3642532ece7f754e07a20a894477ca08
17835,14872,14904,1966,40,505,W,DEU,b45d376baf0b734e8178df4c508817f583ed3bf1
17835,14872,14887,1975,30,318,W,ITA,3514e10dda83ce8b38bca4d0c030960fd2955239
17837,14872,15085,1971,35,2993,M,DNK,fcdb6e5a53f4b5f1e62579f217dcffe3ef3ed442
17838,14872,14917,1957,50,1568,M,GBR,f584d19d884c20142e3906785e5c7b93f2643aa8
17839,14873,15099,1962,45,2755,M,DEU,2214a3a9e7419d96c1dc23fcc0f89f5afbde2003
17840,14873,14904,1973,30,1988,M,DEU,60ac5876cddca960ad6e99673f168daad4e362e6
17841,14873,15216,1966,40,506,W,DEU,f2b186a45a5f43ba2da97d6517c0e545fe33bb6a
17842,14874,14987,1965,40,3673,M,DEU,e404ccb92e2c7a1dedde0b8de576aee094f29418
17843,14874,15149,1956,50,1569,M,CHE,fab704c086fcabe325c4fd1104e47f0fe3544f58
17844,14874,15323,1962,45,2756,M,DEU,028072abd61fedc87ebaefeaded7b46500a7bb54
17845,14874,14930,1966,40,3674,M,ESP,637160532d4e579eda252fa74c5048eed1fb710d
17846,14874,15066,1948,55,711,M,DEU,eddc746601e406463f78bfd370ef1c519e56ff99
17847,14875,15098,1956,50,1570,M,DEU,cf3af875e2e3bde54a03e3b70de8ce9e41a1b6f4
17848,14875,15197,1965,40,3675,M,DNK,48765fa77bc79fe5bdf1a21ca3934bf4cc491561
17849,14875,15084,1975,30,1989,M,DEU,7c333e8a0f3da02e746d64c7acbb12f58e86ff40
17849,14875,14926,1964,40,3676,M,DEU,c5d532b82c974a42f6c014c826e1f777c4c12439
17851,14875,14990,1964,40,3677,M,DEU,d89c41e6cb18360d9ec2ea69267defbfd94e129a
17852,14876,15003,1949,55,712,M,NLD,88238faaa8677b49421d962ff6f1b542a91aa095
17853,14876,14909,1970,35,2994,M,DNK,c05f7b57685ed5840ce7758eda23b8cbc328b6be
17854,14876,14937,1963,40,507,W,DEU,a0d7072faa22c3ce0bf2ccb78553604e3f876b6a
17855,14876,15181,1970,35,2995,M,DEU,fe6832ce07e52e03d5099dc12c54ae8936961c60
17856,14877,15295,1964,40,3678,M,DEU,b498e23281e6980d9b9350461c59a645b022843a
17857,14877,15013,1960,45,341,W,DNK,8650ec634430d6390b491f897891d54474979c5f
17858,14877,15121,1967,40,3679,M,DEU,3455cb109975ea72c03e100527e6733851e58d11
17859,14877,14894,1942,65,77,M,DEU,b7f2c309ef40e5f784c62973415554b495d5fee5
17860,14877,14917,1969,35,2996,M,DNK,3ec844d66048b7f6d58211400d17454419414f5a
17861,14877,15030,1970,35,2997,M,DNK,6e8b0229e3da1b2cf61d867005f0a3239790e542
17862,14877,15073,1946,60,17,W,ISL,3ecd984eb97329c4e3071f4d898a7f012f40d6b8
17863,14878,15074,1950,55,713,M,DEU,e76a4e0b5c18ece64867ecb856f3780afef97d78
17864,14878,15231,1969,35,2998,M,DEU,ea45fec9a90bf316f00a5bc0bb1782190e3c3ecc
17865,14878,14982,1969,35,2999,M,DEU,02ebc428a2955e21b4208fbf25b8eba9fadd133a
17866,14878,15037,1982,20,310,W,GBR,59d0f91db30fa0d02136700b12104a40cbf29baf
17867,14878,14931,1982,20,1657,M,DEU,14bd90f84939af04146568a6aeb1f2c41f582e32
17868,14878,15147,1969,35,398,W,DEU,63b647e4c204002a1863fe2f662f87126c1b5f97
17869,14878,15111,1949,55,714,M,ITA,f09084cb35ab1ae2b4a2b1815f03019cdbe00550
17870,14879,14956,1961,45,2757,M,DEU,b1eaa93806f2d4a91efb7ee78265c9b2df71880c
17871,14879,15130,1952,55,715,M,SWE,159182121d902de5aba2dafcfe544ca185e46723
17872,14879,14999,1942,65,78,M,DEU,8b1210c66e277db6da50ef3eb6d8002ffb75de10
17873,14879,14931,1970,35,399,W,DEU,4611e7eab862c52cb0a2b6b6be5f9706aa8bf5ba
17874,14879,14960,1969,35,3000,M,DEU,25197999c895f616706e18fde1c10b02d2a07007
17875,14880,15238,1949,55,43,W,AUT,39467b54d02ce06c3d12f5e52d958563ef73ff1b
17876,14880,15053,1967,40,3680,M,DNK,259002c9f7cfcc43ddef367cc73fa51d001bfd0e
17877,14880,15109,1968,35,3001,M,BEL,e24c8970aa4ce475d0814366a9ef80e3d47a2812
17878,14881,15106,1962,45,342,W,DEU,758ccf10fbb93fc3b6e75c42e3cebb62c701e1d0
17879,14881,15215,1982,20,311,W,GBR,e4b7e41a487d9c8b8693a9b82ea3efaecc8883e5
17880,14881,14925,1969,35,3002,M,DEU,2ff21aebc155a1c69efcf6edf4b886fb66b78dfb
17881,14881,14962,1957,50,138,W,ITA,f6d6fe0e3af090977b8dfd74aa4dd344cf5f41ed
17882,14882,15104,1973,30,1990,M,DEU,6306b028373bcbb10b00c0ff675cc03cb10cd1ee
17883,14882,15067,1966,40,3681,M,DEU,929dec4d834a52acce2370beb425da7659d0488d
17884,14882,15021,1954,50,1571,M,DEU,b06a4f7dd79e90121263b02a2c678718cd28edd4
17885,14883,15144,1970,35,3003,M,GBR,020042f1f84ea981c45a2b6ad07b47890a041a29
17886,14883,15213,1988,U20,74,M,DEU,62c8a8ce0a7f89917d69df21f432b40a7793438f
17887,14883,15289,1954,50,1572,M,AUT,08b87a779ce84848c97fb36672ed5ee2cd377784
17888,14883,14890,1960,45,2758,M,DEU,2a7a055ed0c035ba463d1d1b1d85c853e493e7ae
17889,14883,14927,1969,35,400,W,DEU,5feffcda755f2ca2b397dad92939bdf531fc8ab5
17890,14883,15013,1957,50,1573,M,DEU,01d9e0b9bbefa4cd55ce0d09e8d9e256e9a479f2
17891,14883,15350,1954,50,1574,M,DEU,ce12c29553d100e898c214b25368dac420194480
17892,14884,15034,1955,50,139,W,DEU,2eadbe8c0a205880fc04ccf59bcbcf54c734069e
17893,14884,15169,1971,35,3004,M,DEU,a2783a6778a2c5df021c91ac82defda429baa834
17894,14884,15119,1962,45,2759,M,USA,1470e228c68f50db8d77a1f9dafbff9af1db4b04
17895,14885,15005,1972,35,3005,M,DEU,4a7eb49ac386605ab5994b82d7bd14ba56dbf873
17896,14885,15021,1970,35,3006,M,DEU,220b53553e78ea5812413436544bd48f4329ec8d
17897,14885,15229,1966,40,3682,M,DNK,732383f0d78f76ed9f911d0c77f175e961a8f9f2
17898,14885,15013,1949,55,716,M,DEU,f3c21b88cec87bb98ec85f0028d0ff106e2a0ba8
17899,14885,15193,1960,45,2760,M,GBR,cfb133b909be601fb506d1f7d65eaea71aa7e20a
17899,14885,15131,1970,35,3007,M,DEU,c342aa7202fe7fb11b66886c86c001de83975b93
17901,14885,15189,1970,35,3008,M,NLD,8c5752b8571b55f6d5005efd1849f0ba952ec9b5
17901,14885,14964,1949,55,717,M,DEU,9626ef6d0080311c90d67b2b4b9069dca47549f0
17901,14885,15037,1977,30,1991,M,DEU,182ac05f4b327f217d7178cfbfab45c63678e0ee
17904,14886,15265,1967,40,3683,M,DEU,fc40bcb16d9c6db0aa56b8e1903bab7ced6024ff
17905,14886,15075,1960,45,2761,M,DEU,4668479424d18b131906c2bbff56722cd9923a72
17906,14886,15005,1958,45,2762,M,DEU,30142202f6e00d2fdfd8bd649ac384aee832ea6d
17906,14886,15310,1971,35,3009,M,DEU,8f207f6be6017ed6ec4ae9c05a0e8abbc66f917b
17908,14887,14925,1962,45,343,W,DNK,70aa3c2859fb8a4b58bb5021dfb2d3a6a2b4cb88
17909,14887,15031,1962,45,344,W,DEU,09605f74c9a73774c2a6be1b46991d973ea3a3ed
17910,14887,15259,1979,20,1658,M,DNK,3b53ac068d9d789f12ed81cbd54b90327ae81b84
17911,14887,15127,1961,45,2763,M,DEU,2f1152c461072b65e8ccf3accf97d4d8834043ef
17912,14887,15340,1971,35,3010,M,DEU,7f84236637476d0ae6d8624f1e35fa7ef8760f85
17913,14887,14934,1980,20,1659,M,ITA,e8d023e54d2d630e2d64fde5a0755c964f76ec48
17913,14887,15061,1956,50,140,W,DEU,7ce71c6ad04a4a2a99600bd520584543bf97c755
17915,14888,15038,1978,20,1660,M,FIN,7bc82fa9d96a80766de3ea3da3b20f0d67bc1cb2
17915,14888,14999,1963,40,508,W,FIN,4601818f1b731379d44383510858004892a487ed
17917,14888,14951,1971,35,3011,M,AUT,589709e58bc1ac1440e3360e27ac017821fae9a7
17918,14888,15099,1979,20,312,W,SWE,bb3dc8a4e22cf932843dc22b500acdb2a97df06a
17919,14888,14915,1967,40,3684,M,DEU,fb6579a741416b9e86234dc23f0dde57be9d8787
17920,14888,15233,1973,30,1992,M,DEU,864fb246d2f41b4972bc01215b9cd23760549605
17921,14888,15078,1962,45,2764,M,DEU,f806355a88e4f74e807b72d67d657bd6b12a560f
17922,14889,14945,1955,50,1575,M,NLD,1af3d5db4eeebb9d5b7c0c1d28d456fa17792a70
17923,14889,15336,1960,45,345,W,DEU,568a2ce8c1f2b5ac5afd411bf5112a70dedc242a
17924,14889,14907,1972,35,3012,M,DEU,e77c40f9ea8bc309c41c9350dafd03902a2df45c
17924,14889,14930,1967,40,3685,M,FRA,82d52db05f731f355c80b24e8da95a29e84fcf76
17926,14890,14948,1967,40,3686,M,DNK,613e829190e5192439b3643e19d9ed92c8f0a125
17927,14890,15038,1959,45,2765,M,DNK,8a933fad660e29649a251ebd4e4074af046f8bbb
17928,14890,15062,1978,20,1661,M,DEU,6d575ed95004a32d80d6ea6fc02d45ff951f578c
17929,14891,14947,1953,50,1576,M,ITA,d49955e4e6ffae3281ab08e986ed525dd958cfdd
17930,14891,15341,1964,40,3687,M,DEU,c3607a617ff6833076ff100e109f2bd50f790bf8
17931,14891,15027,1950,55,718,M,DEU,b88f2fac705b5d08cf507cdb60041aa2d9e7feb4
17932,14891,15018,1957,50,1577,M,IRL,f8807400e85469340a89c2dfb3686d9ca8e1f62e
17933,14891,14930,1964,40,3688,M,AUT,1a60a6f320328a62f936c43329d7cedd2961e728
17934,14891,15094,1953,50,1578,M,DEU,567d67099614256e7e160fdab0e89915c641a91c
17935,14892,15161,1964,40,3689,M,DEU,a6d4be94ea41bc39ffb71db805d7ce015fe0cba6
17936,14892,14970,1953,50,1579,M,ITA,2f4ca5b9790c990f15988b266f378d2f7c8a7909
17937,14892,15007,1963,40,3690,M,DEU,47dc0e40ae2efab2f80e8a21f0200ec8a2dd955f
17938,14892,15138,1971,35,3013,M,DNK,39d20e17913ab3312a8d8af4048b13e9d2a0aacc
17938,14892,14933,1963,40,3691,M,DEU,42c5598111aaf5d91fe3adce859a6e2f2414a7f2
17940,14892,15235,1959,45,2766,M,PRI,99924c8e48039d4ac934914d39e1c6cb74b6d806
17940,14892,15133,1981,20,1662,M,DEU,336e9ad6e6cfa9d3ef82da3d80314cb35d7eb70b
17942,14892,14973,1971,35,3014,M,DNK,28aa5583eaf3c2874477bb7216e8cf0c0e88411e
17943,14892,15229,1980,20,313,W,DEU,ecab51c4e906ab019cac3d5efcb3eb599a80170f
17944,14893,15084,1977,30,1993,M,DEU,0d739ba23e24b5b34486baefe716de5591c2c927
17945,14893,15092,1963,40,509,W,JPN,5d4789fd763df3f724601a3f97091f6212f49b0d
17946,14893,15289,1980,20,1663,M,DEU,22b9c29235b63f80c0c1282bc74f9ece86bb1937
17947,14893,15278,1958,45,2767,M,USA,5acf23fb8e2358564e4fc69d389912e5c8fbd399
17948,14893,15058,1955,50,1580,M,ITA,88e99229bec0f9aa0ceb3379cd9592e7ffd9d949
17949,14894,14977,1974,30,1994,M,FRA,7529051c944d97d0fc6cba93a6f9477d1b211ab3
17950,14894,15239,1958,45,2768,M,DEU,1e96096e32dd6ae449432f44e33ea89b46e628da
17951,14894,14928,1971,35,3015,M,DEU,f37512e7094c9cde42027289bd1e149a27a07bdd
17951,14894,15146,1973,30,319,W,DEU,e430ccf80074e73e4200350ea109d3144ca7a97d
17953,14894,15031,1970,35,3016,M,FRA,bfd4bd2f45958d4df357865e5ba108fee9f96617
17954,14895,15283,1954,50,141,W,ITA,e639062a714d8f2e52e028169c7ab638f0570446
17955,14895,14904,1981,20,314,W,DEU,2924462e22884fac82be1399d27ec460da186d9a
17956,14895,15265,1963,40,3692,M,DEU,e09dd6b31386cf0baf6134df915f3f62a6076533
17957,14895,15317,1974,30,320,W,DEU,461f951deb3e43354d0de6ea53eaa6b6d069890d
17958,14895,15043,1971,35,3017,M,DNK,9ef25dcb3f57d42a4e955e4b0552e2211e52e348
17959,14896,15016,1968,35,3018,M,DEU,fd07c4e1c9f9ec450c963091bf688528fbd0380d
17959,14896,14964,1959,45,346,W,DNK,b73a52f3f0bb930e42267874eeb0c5f9d5a83f88
17959,14896,15321,1964,40,3693,M,DEU,50a30a40dc4a16dfac8f421fa9b6276d8f649977
17962,14896,15221,1958,45,2769,M,FRA,646e384142142d669beeb08221aa33e288cf6555
17963,14896,14988,1965,40,3694,M,DEU,c03420833a1ad9095f40120166d3cbf3a9198eea
17964,14896,14996,1969,35,3019,M,DEU,8b5ac6a1d6e97a2d709ad4e05add425a643040ba
17964,14896,15061,1950,55,719,M,DEU,3e222ca6b22820121faf88ed42e11259ca07fd05
17966,14897,15066,1971,35,3020,M,DEU,851fbee5ef1618dec41a446c7b8bd81137e5027a
17967,14897,15066,1971,35,3021,M,DEU,ab4c6bdb1efb6067b7d153aba7fbdfac20de4583
17968,14897,15200,1967,40,510,W,DEU,ca323b8042e41a65c5884c01f0fb0fd5f2ba4083
17969,14897,14977,1975,30,1995,M,DEU,b6224dd5ab975e4b38ba6412715f5184aa9d2009
17970,14897,15092,1943,60,269,M,DEU,a17dd5daac88aca583abae30727873502e657a02
17971,14898,15114,1974,30,1996,M,GBR,dd1379c93d6e9c041d772f52cae58eccf5378733
17972,14898,14926,1953,50,1581,M,DEU,43299817bebafd745fc2a7e8adf53c9e1cffb2d4
17973,14898,14950,1968,35,3022,M,DNK,3c7e0cae5b8d8a1a74eac2c3b54a7b72fb3bee86
17974,14898,14971,1963,40,3695,M,DNK,a9331355ed114a7b8af09aa5e35a1cf00687d330
17975,14898,15231,1974,30,1997,M,DEU,5685f77de1656311934bab4395f961067a88585f
17975,14898,15090,1969,35,3023,M,DEU,36c2ba7b9eeb59df3e497f3e37fdc06c4deed836
17977,14898,15144,1957,50,142,W,DEU,e87f8fb7c000811def91bb1cd086c07ac486003d
17978,14899,15000,1965,40,3696,M,NLD,ae547488154f75150a0f414e71e1f787cf16d6bf
17979,14899,15026,1970,35,3024,M,ITA,09cc9038ec1646932b4087a2f8d760f954231b06
17980,14899,15254,1973,30,1998,M,DEU,7bcf51155dd14d2fa410a095ad0eb52bf1eadf68
17981,14899,14966,1968,35,3025,M,DNK,0d9c5acc20db5a72fcd25a7de4779738c65e7d8d
17981,14899,14944,1972,35,3025,M,DEU,14a1b5e439ed549976a45553211b6b74a9454e3a
17983,14900,15335,1970,35,3027,M,DEU,dd3152efc9f9eb3775c6c180010d101b26bbf817
17984,14900,15026,1962,45,2770,M,DNK,5d123bfc840a9bbac9599a4a66ce5a195b32a940
17985,14900,14925,1961,45,2771,M,DEU,c64115fcad062cc6fd1c173cb1db3a63cb4a34ae
17986,14900,15032,1968,35,3028,M,NLD,dd7765bf9df954eb2c3cd7a86291df8075048828
17987,14900,15097,1969,35,3029,M,DEU,f5350c085717ea0252449f1a7291a82a63dbec3a
17988,14900,14915,1963,40,3697,M,DEU,e0e56068ea6d918edd50acd5566fbbd5c0359c97
17989,14901,15333,1967,40,3698,M,DEU,0d9df664b89410579be8f768bcf3f359be330eb0
17990,14901,14978,1965,40,3699,M,DEU,0b3d7418613375a361c05efb678c96b31edd411d
17991,14901,15121,1971,35,3030,M,DEU,c774ac68d01dd407914160a2734ae8a0837770b5
17992,14901,14973,1955,50,1582,M,DEU,838bc26f4aad7500b4d7742008920af70270ab06
17993,14901,15078,1961,45,347,W,DEU,98c66f20a8d1a58b5f2ee1182c0484c1c5eefc2b
17994,14901,14951,1945,60,270,M,DEU,66787e12f75cacf0be6481e3503098df5539c416
17995,14901,15135,1973,30,1999,M,DEU,7b4e8fc244b03ea07e8b76ebf5cd933f068e2b11
17996,14901,15364,1971,35,3031,M,PRT,f480d238a0b5985c098fd1dd5c5a4564652c6e81
17997,14902,15164,1961,45,2772,M,DNK,1d9013ee95268755aec1223ec60af33d13241060
17998,14902,15347,1966,40,511,W,DEU,a52743ec8d78cb1dedba4fbe00851321375ec734
17999,14902,15269,1953,50,1583,M,POL,2fa8c176248f8cc08dbf504379ca68bb6472e570
17999,14902,14905,1970,35,401,W,DEU,cfe0bb5ce886238b641bfc7beb0d59db02712a21
18001,14902,15424,1977,30,2000,M,DEU,5f6c5cd44fb3438c5689f25370ea80b60dde7808
18002,14902,15141,1979,20,1664,M,DNK,83d2df7466854ee93535d63181fd1d28a94122e3
18003,14902,15141,1979,20,1665,M,DNK,3d692a155419ac0fb11c964dada25c10d2ad9f8c
18004,14902,14957,1959,45,2773,M,DEU,fb086f13c26c55de9563921b1b5a93b2ba396696
18005,14902,15001,1963,40,3700,M,FRA,8c9558fe5da308b1125dd06ace412d4a2e95c45a
18006,14903,14922,1961,45,348,W,FIN,1cd5e7954a763d7bc9d32de8700f32628d36ed29
18007,14903,15405,1969,35,3032,M,DEU,b4695e050e4f7761fb9dcbaf46d708e734b22e9a
18008,14903,14949,1966,40,3701,M,DEU,59a7695e2c5d430f4636a947ac56758d2491e736
18009,14904,15003,1970,35,3033,M,LUX,569f963ea4160ec8c66d7bdb1ce3263230117425
18010,14904,14904,1953,50,1584,M,DEU,76b9bd75b2ecb1d886261a8808bfaa496a620c19
18011,14904,14909,1949,55,720,M,DEU,5d1f14d68387f9f438ed771ef554a4438a0632e9
18012,14904,15003,1971,35,402,W,LUX,991772726bd6297faba21bd1cba5ce2cf173eb68
18013,14904,15147,1960,45,2774,M,FRA,6528e14c5e5427c816fc20757cee20337545e68f
18014,14905,15052,1967,40,512,W,DEU,6865f7e43839f12d69a775a561b2818737523fa3
18015,14906,14972,1948,55,721,M,DEU,37cbb6a0cdc527d8dca1af97ed7029c56edd2ba1
18015,14906,14987,1964,40,3702,M,DNK,2049ac1b4e4e6ec145ba942722a316befd094890
18017,14906,15133,1964,40,3703,M,SWE,299d524dd5f47bb11c624aa761426c9ae87abc8f
18018,14906,14932,1960,45,349,W,GBR,d335279b1d5aac30ecf0195cb711601c67c11958
18019,14906,14980,1969,35,3034,M,FRA,d7ebf7c3e937af7ffc106306abbf0b5bcbff0ad3
18020,14906,15074,1972,35,3035,M,DEU,387be02db369915272eea423972f98dee1b0f9af
18021,14906,15020,1950,55,722,M,DNK,607303388d6e5623ba3cb614c74c86e2ac4da360
18022,14906,15007,1965,40,3704,M,NLD,432924c1e14ec802bd496ff4abe104672487e963
18023,14907,15128,1970,35,403,W,GBR,71127354970aedf4ed2a983654f256947191f0ab
18023,14907,15128,1965,40,3705,M,GBR,1905c5cf18bf4f60187ca085555e6a34884d7167
18025,14907,15187,1951,55,723,M,DEU,aa9c3ea6bad3bd00a7343e3209edcadddf788128
18026,14907,15024,1965,40,3706,M,DEU,a990ac96c1e6a0b9c477e64f8af0b46a1e41f487
18027,14907,15009,1966,40,3707,M,DEU,cae72c78477e305de101c29f17a5386cd2bcd2db
18028,14907,15044,1977,30,2001,M,DNK,993cba6e46daca956917947904528bdead3cbf53
18029,14907,14934,1948,55,724,M,AUT,921658d47dfc345178c849a951ba31df57968d33
18030,14908,14953,1962,45,2775,M,DEU,465aeaabd96dc5c06e58d6e6d08349a362066ddd
18031,14908,15093,1981,20,1666,M,GBR,4d799a50d1ac3a6cdee3b4bfc3c1449235002c0d
18032,14908,15137,1973,30,321,W,DEU,baabd2554af27d0a31009f5bb16670e8b0877281
18032,14908,15054,1962,45,350,W,GBR,4c015088b02290b7ea177610ce85a5237773c85d
18034,14909,15305,1966,40,3708,M,DEU,bfe7aa78dafe9ae7a8d0bb3d84bef7fc107174ba
18035,14909,14947,1966,40,3709,M,COL,6efa6152ba1934b714e8ed4da0b2596c7ee3f715
18036,14909,14932,1957,50,143,W,DEU,aa24aa1cba92cd97ac74e749af206cfe07568029
18037,14910,15134,1954,50,1585,M,TWN,b934d4e7b02799335c7f20a4944abbacba11a795
18038,14910,15036,1974,30,2002,M,DEU,12a6bf5636a2b7fcbf43849255ceb3362a269f78
18039,14911,14973,1950,55,725,M,ITA,0b507a78fafd6687a5f54da5a6d26cd8d5f85865
18040,14912,15113,1952,55,726,M,DEU,bcde132bb0918248c81a9c1b9f44cddf411b4b04
18041,14912,15202,1956,50,1586,M,NOR,3cb7bc494337eda28d46ffacefa2d071bec1cdd0
18042,14912,15054,1951,55,727,M,TWN,f8d985ab740580e18b46f42fd7de71127c1e25b5
18043,14913,15049,1983,20,1667,M,DNK,d3160e958740790d215449ac27dd3717a4a18745
18044,14913,14975,1977,30,322,W,DEU,c6a32eace854eb9534d51f72d1ce6525e0d73b37
18045,14914,14920,1965,40,3710,M,DEU,6ab7f12ac2420101005a58eb65e42b9fdcb163c6
18046,14914,15199,1967,40,3711,M,DEU,1bb52c8829a53a84b17573afc3adb3a961071100
18047,14914,15327,1958,45,2776,M,DEU,26e16f43bbaf2d3f587915f972b0f4c02e314d6d
18048,14914,15240,1940,65,79,M,DEU,bb6321be0bfa2186507fc8af2d8cb8c19e38dfd1
18049,14915,14952,1983,20,1668,M,GBR,c5dca85bb96c488d09b49752e9633c422d2a977b
18050,14915,15279,1953,50,1587,M,FIN,3d025e9ac2f49c5a4caa76c0a91a2b6e166ab3c4
18051,14915,15028,1964,40,3712,M,DEU,1fc022405d6af1d0d4930fc6185b7e4ffd4b6388
18052,14916,14985,1984,20,1669,M,DEU,21588e8cf4a90a042e072149aa6b8727eea7db48
18053,14916,15180,1978,20,1670,M,DEU,dce3eaae1c2042a769d2d77b59816e6858d6f155
18054,14916,15087,1949,55,44,W,DNK,5aa8f22aaa3d7654b273e1c390eda609c36cb1db
18055,14917,15031,1948,55,728,M,USA,f7f07044bbd4843c168e3e5f7181c3e506a54602
18056,14917,15135,1954,50,1588,M,DEU,fcc083c024bf9f658c2581aa5f39e2829e631961
18057,14917,14983,1962,45,351,W,DEU,20714474a9f63e48b062ac7a14c99a95d957a55c
18057,14917,15215,1985,20,1671,M,NLD,aceb0966edfec91975d37e280893904bb58941a1
18059,14917,15102,1966,40,3713,M,POL,7b5d365434897cd4143d5211f3ea8dfc305e372b
18060,14917,15057,1960,45,2777,M,DNK,1cbefc7be22e1f56acd4c83c5519a801bdaae75a
18061,14917,15205,1959,45,2778,M,DNK,670c26eb764e7623edc059a8c544da236e3013e0
18062,14918,14968,1968,35,3036,M,DEU,dbd6d9152aaf9083863b783b17e97419397b5b9d
18062,14918,15261,1961,45,352,W,DEU,8bb863c3763f99ceaae92c2aec0806e822a813bc
18064,14918,14991,1960,45,2779,M,DEU,d1f0c97dacbc469fc0629edd89f81b4b98badfe2
18065,14918,15327,1973,30,2003,M,DEU,3c8a0c1f9fba0f2b63c72c981aa542d8d1a7f880
18066,14918,15180,1950,55,729,M,FRA,5913d4a6ecd8907be95c1af3cf76858e35413f05
18067,14919,14985,1968,35,3037,M,DEU,e73fa2f57372627d009040898a1e71397d1e5e53
18067,14919,14923,1965,40,3714,M,DEU,0582ef906ef3d668c6d6e033eb581b74c0975fc2
18069,14919,15039,1977,30,2004,M,IRL,38faf46da9bee645dc723565d8516c529c426ccd
18070,14919,15133,1967,40,3715,M,FRA,07255698404f4050fb34da18b38dfe6da13c00e7
18071,14919,14935,1971,35,3038,M,DEU,3f9ecaa98857c15dd95baba7f7dd6c191079569b
18072,14919,15109,1957,50,1589,M,DEU,76928f951c667002c2df4fbdb638f8104f079c6a
18072,14919,15119,1951,55,730,M,NLD,9c380648d3426d58eae90233bf74ee60942eddfc
18074,14920,15119,1954,50,144,W,NLD,875ae571f9d2534decbf9622c600a665be75108b
18075,14920,15032,1967,40,3716,M,DEU,6668bd94322923bcc6c8a362321a0c278b9e2a3f
18076,14920,14969,1955,50,1590,M,GBR,f0b9918ec1e819bf3536659c7658a5625141d954
18076,14920,15147,1977,30,2005,M,NLD,28a2055e88ed06959423e7388046a2c2fbf53126
18078,14920,15182,1973,30,323,W,NLD,478d7f69b196bf0d7ca09085747751815f9f779c
18079,14921,15158,1968,35,3039,M,BEL,0ea5f0fe3c54e9bc24f625ca57562488c1bfd067
18080,14921,15362,1970,35,404,W,DEU,84c5ab399a517782c893c07ac29d2fa79e5b770b
18081,14921,14966,1963,40,3717,M,DEU,8242ef76820a749f479583489e60257bcfe36de5
18082,14921,15188,1972,35,3040,M,NOR,5055f27195e6d63dc08bd311a29f0049ee0a7662
18083,14921,15168,1957,50,1591,M,DEU,2ff0a03f55610b3dc82b92f351424c158b0330f4
18084,14921,15087,1981,20,1672,M,DNK,97dcdcb522d0ef7baac765c686dda970b9f50ae9
